Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y,x15,x16,x17,x18,x19,x20
0,-1.076,-0.15,0.537,-0.113,-0.307,0.302,0.152,-0.427,3.152,-0.519,0.9,0.487,0.33,-0.89,1.0,0.204,2.604,-0.067,1.15,0.278,1.428
1,-1.139,-0.102,0.082,0.066,-0.306,0.412,-0.33,-1.124,3.365,-0.397,1.103,0.413,0.167,-1.393,1.0,0.187,2.426,0.055,1.288,0.402,1.519
2,-1.159,-0.214,0.483,-0.228,-0.314,0.474,0.736,-0.51,3.116,-0.611,0.583,0.558,-0.23,-0.606,1.0,0.037,2.883,0.326,1.062,-0.035,1.231
3,-0.906,-0.209,0.1,-0.273,-0.255,0.427,-0.765,-0.579,2.71,-0.272,0.79,0.419,-0.033,-0.899,1.0,0.352,1.839,0.158,1.274,0.3,1.354
4,-0.868,-0.201,0.539,-0.56,-0.151,0.322,-0.749,0.133,2.023,-0.624,0.578,0.843,0.024,-0.685,1.0,0.206,1.392,0.226,0.851,0.585,1.163
5,-1.0,-0.275,0.495,-0.637,-0.363,0.427,0.826,0.125,3.02,-0.514,0.56,0.68,-0.125,-0.438,1.0,0.158,3.138,0.31,1.425,0.02,1.039
6,-1.133,-0.306,0.442,-0.253,-0.391,0.402,0.095,-0.426,3.076,-0.707,0.937,0.69,-0.245,-0.82,1.0,0.256,2.573,0.098,1.152,0.403,1.238
7,-1.203,-0.213,0.416,-0.011,-0.251,0.348,-0.097,-0.51,3.01,-0.489,0.926,0.466,0.437,-1.021,1.0,0.354,2.335,0.084,1.248,0.399,1.419
8,-1.122,-0.079,0.31,0.236,-0.394,0.562,-0.81,-0.926,3.127,-0.543,1.151,0.274,0.396,-1.235,1.0,0.511,2.212,0.049,1.114,0.507,1.832
9,-0.819,-0.393,0.382,-0.273,-0.311,0.369,-0.096,-0.411,2.724,-0.402,0.693,0.539,0.371,-0.812,1.0,0.137,1.999,0.177,1.052,0.377,1.168
10,-1.046,-0.187,0.368,-0.474,-0.285,0.337,0.097,0.009,2.727,-0.503,0.491,0.728,-0.171,-0.69,1.0,0.53,2.735,0.317,1.399,0.103,1.18
11,-0.814,-0.258,0.392,-0.396,-0.316,0.34,-0.057,-0.254,2.642,-0.64,0.818,0.657,0.043,-0.842,1.0,0.153,2.152,0.104,1.053,0.321,0.996
12,-0.811,-0.288,0.349,-0.165,-0.643,0.379,0.757,-0.942,4.072,-0.785,1.009,0.365,0.434,-1.038,1.0,0.165,3.531,0.028,1.021,0.269,1.509
13,-0.882,-0.31,0.433,-0.143,-0.266,0.564,0.315,-0.743,3.696,-0.793,1.113,0.459,0.542,-1.058,1.0,0.24,3.012,-0.137,1.392,0.345,1.462
14,-1.121,0.064,0.451,0.035,-0.278,0.454,0.251,-0.8,3.531,-0.852,1.026,0.217,0.125,-1.011,1.0,-0.003,2.74,0.142,1.104,0.407,1.597
