0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,target
0.7847847847847848,0.8508508508508509,0.013013013013013013,0.4394394394394394,0.2652652652652653,0.7417417417417418,0.07607607607607608,0.46446446446446454,0.5755755755755756,0.3353353353353353,0.3653653653653653,0.5395395395395417,0.8938938938938938,0.988988988988989,0.5485485485485485,0.6536536536536537,0.36236236236236236,0.08308308308308308,0.47147147147147145,0.6716716716716716,1
0.12712712712712712,0.7347347347347347,0.3263263263263263,0.970970970970971,0.7187187187187187,0.21421421421421422,0.93993993993994,0.7657657657657657,0.6426426426426426,0.8178178178178178,0.6116116116116116,0.32432432432432434,0.43543543543543545,0.40540540540540543,0.6186186186186187,0.4034034034034034,0.14314314314314314,0.6386386386386387,0.8278278278278278,0.9669669669669669,1
0.06806806806806806,0.5605605605605606,0.2912912912912913,0.3133133133133133,0.14814814814814814,0.7627627627627628,0.7907907907907907,0.6076076076076076,0.001001001001001001,0.14114114114114115,0.13313313313313313,0.0940940940940941,0.6966966966966992,0.2732732732732733,0.31931931931931934,0.8978978978978974,0.23523523523523523,0.21921921921921922,0.46846846846846846,0.09309309309309309,1
0.7257257257257257,0.9329329329329329,0.42842842842842843,0.3713713713713714,0.6756756756756757,0.6246246246246246,0.06706706706706707,0.24624624624624641,0.7987987987987988,0.45145145145145144,0.03903903903903904,0.7917917917917918,0.45945945945945943,0.6346346346346347,0.6926926926926927,0.7877877877877877,0.8538538538538538,0.03303303303303303,0.7167167167167167,0.8728728728728729,1
0.7357357357357357,0.17117117117117117,0.459459459459466,0.5185185185185185,0.022022022022022022,0.6576576576576576,0.3763763763763764,0.07507507507507508,0.03303303303303303,0.22422422422422422,0.8568568568568569,0.7987987987987988,0.7227227227227228,0.8768768768768769,0.016016016016016016,0.25825825825825827,0.5195195195195195,0.9469469469469469,0.4244244244244244,0.34034034034034033,1
0.6586586586586587,0.18618618618618618,0.062062062062062065,0.19519519519519518,0.7637637637637638,0.5565565565565566,0.3793793793793794,0.986986986986987,0.3563563563563564,0.2032032032032032,0.4064064064064064,0.44644644644644643,0.3353353353353349,0.15115115115115116,0.8948948948948948,0.8078078078078076,0.3833833833833834,0.5345345345345345,0.4084084084084084,0.2722722722722723,1
0.4894894894894895,0.997997997997998,0.15815815815815815,0.9459459459459459,0.04204204204204204,0.4894894894894895,0.8468468468468469,0.10810810810810811,0.5535535535535535,0.005005005005005005,0.4244244244244244,0.8448448448448448,0.8308308308308309,0.2272272272272272,0.22122122122122123,0.7577577577577567,0.8648648648648649,1.0,0.9069069069069069,0.6856856856856857,1
0.995995995995996,0.5405405405405406,0.6216216216216216,0.6266266266266266,0.08008008008008008,0.45245245245245264,0.5785785785785785,0.0940940940940941,0.08108108108108109,0.011011011011011011,0.5995995995995996,0.7837837837837838,0.37237237237237236,0.46346346346346345,0.1871871871871872,0.4314314314314314,0.6316316316316316,0.9239239239239241,0.3783783783783784,0.7147147147147147,1
0.8448448448448448,0.7057057057057057,0.7927927927927928,0.37037037037037,0.7747747747747747,0.5435435435435435,0.014014014014014014,0.8768768768768769,0.15015015015015015,0.7867867867867868,0.3133133133133133,0.7017017017017017,0.8418418418418419,0.9069069069069069,0.33133133133133136,0.3013013013013013,0.7907907907907907,0.10510510510510511,0.5795795795795796,0.8958958958958959,1
0.0,0.008008008008008008,0.968968968968969,0.6086086086086087,0.5035035035035035,0.23923923923923923,0.970970970970971,0.13213213213213212,0.8508508508508509,0.8678678678678677,0.5455455455455456,0.4294294294294294,0.6556556556556556,0.4344344344344344,0.41041041041041043,0.004004004004004004,0.2772772772772773,0.34134134134134136,0.5835835835835835,0.32732732732732733,1
0.6366366366366366,0.5175175175175175,0.21921921921921922,0.49749749749749694,0.12612612612612611,0.44344344344344344,0.9129129129129129,0.02702702702702703,0.39539539539539537,0.04204204204204204,0.7247247247247247,0.6266266266266266,0.23523523523523523,0.5975975975975976,0.13213213213213212,0.3933933933933934,0.6986986986986987,0.7527527527527528,0.42342342342342343,0.6786786786786787,1
