x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y,x17,x18,x19,x20
0.05,0.129,1.417,-0.382,-0.337,0.108,0.221,0.22,-0.593,-0.523,0.6,0.82,0.14,-0.45,0.009,-0.091,1.0,-0.282,-0.619,-0.022,0.161
0.876,0.131,0.844,-0.382,-0.63,-0.23,0.422,1.31,-1.185,-1.167,-0.756,0.431,0.449,-1.03,0.005,0.018,1.0,-0.115,0.605,0.15,0.758
0.525,-0.108,1.173,-0.15,-0.514,-0.184,0.084,0.81,-1.162,-0.609,-0.217,0.524,0.297,-1.141,0.154,0.205,1.0,0.283,-0.005,-0.096,0.166
0.597,0.206,1.573,-0.46,-0.697,-0.372,0.036,0.603,-0.805,-0.411,0.147,0.288,0.364,-0.748,0.001,0.104,1.0,0.05,0.184,0.257,0.304
0.195,0.225,1.293,-0.256,-0.397,0.116,-0.163,0.069,-0.64,-0.391,0.801,0.208,0.404,-0.53,0.07,-0.05,1.0,0.186,-0.521,0.046,0.048
0.704,0.052,1.449,-0.324,-0.598,-0.191,0.157,0.701,-0.931,-0.533,0.094,0.516,0.482,-0.905,0.226,0.192,1.0,0.344,-0.307,-0.169,0.121
0.817,0.167,1.642,-0.451,-0.415,-0.066,-0.087,0.831,-0.815,-0.289,0.53,0.436,0.369,-0.904,0.04,0.053,1.0,0.097,-0.852,0.107,0.174
0.419,0.217,1.517,-0.066,-0.267,-0.045,-0.147,0.242,-1.199,-0.133,0.513,0.058,0.284,-0.715,0.135,0.105,1.0,0.342,-0.345,0.034,-0.122
0.288,0.321,1.307,-0.364,-0.44,0.08,0.016,0.237,-0.408,-0.425,0.286,0.237,0.505,-0.644,0.195,0.033,1.0,0.467,-0.118,-0.069,0.305
0.285,0.262,1.326,-0.46,-0.444,0.056,0.012,0.45,-0.51,-0.374,0.292,0.316,0.331,-0.854,0.202,-0.004,1.0,0.156,-0.316,0.048,0.361
0.723,0.215,1.306,-0.452,-0.616,-0.264,0.034,0.746,-1.02,-0.363,-0.158,0.236,0.376,-1.159,0.193,0.148,1.0,0.3,0.086,0.162,0.429
0.086,0.13,1.362,-0.478,-0.554,0.208,0.074,0.353,-0.825,-0.617,0.446,0.585,0.165,-0.533,-0.035,-0.141,1.0,-0.298,-0.489,0.229,0.216
-0.021,0.228,1.625,-0.445,-0.349,0.056,-0.111,-0.069,-0.217,-0.288,0.995,0.339,0.313,-0.337,-0.021,0.122,1.0,0.135,-1.041,0.079,-0.101
0.436,-0.153,1.864,-0.249,-0.338,-0.257,-0.044,0.22,-0.948,-0.296,1.182,0.382,0.311,-0.446,-0.006,0.29,1.0,0.182,-1.176,0.115,-0.125
0.283,0.297,1.002,-0.231,-0.497,-0.092,-0.056,0.405,-0.687,-0.095,0.414,0.28,0.1,-0.773,0.145,0.034,1.0,0.147,0.038,-0.031,-0.192
0.497,-0.051,1.859,-0.377,-0.658,-0.148,0.097,0.658,-0.958,-1.051,0.515,0.827,0.446,-0.635,0.11,-0.167,1.0,-0.22,-1.017,-0.009,0.28
0.388,0.073,1.68,-0.18,-0.063,-0.3,-0.058,0.016,-0.929,-0.075,0.856,0.327,0.364,-0.713,0.188,0.209,1.0,0.31,-0.902,-0.123,0.089
0.107,0.464,1.104,-0.348,-0.155,0.001,0.088,-0.213,-0.319,-0.382,0.738,0.057,0.209,-0.573,0.17,0.103,1.0,0.172,-0.383,0.1,0.287
0.184,0.213,1.126,-0.358,-0.504,-0.169,0.159,0.223,-0.858,-0.5,0.359,0.246,0.171,-0.795,0.168,0.154,1.0,0.029,-0.212,0.043,0.291
0.652,0.116,1.248,-0.314,-0.544,-0.146,0.319,0.629,-0.863,-0.796,0.202,0.511,0.214,-0.837,0.242,-0.015,1.0,0.055,-0.335,-0.057,0.275
0.141,0.382,1.508,-0.349,-0.583,0.02,0.029,0.362,-0.532,-0.552,0.767,0.474,0.495,-0.447,0.029,-0.141,1.0,-0.034,-0.631,0.041,0.253
0.474,0.313,1.362,-0.273,-0.299,-0.003,0.014,0.497,-0.907,-0.123,0.263,0.368,0.239,-1.113,0.285,0.079,1.0,0.189,-0.324,-0.001,0.236
0.108,0.587,1.668,-0.391,-0.512,0.02,0.096,0.099,-0.473,-0.526,0.809,0.191,0.393,-0.727,0.22,-0.147,1.0,0.089,-0.961,0.075,0.431
0.552,-0.038,1.44,-0.092,-0.418,-0.364,0.015,0.509,-1.212,-0.651,0.71,0.42,0.293,-0.604,0.088,0.254,1.0,0.169,-0.564,-0.106,-0.116
0.751,0.075,1.181,-0.49,-0.699,-0.286,0.047,1.071,-0.885,-0.655,-0.227,0.393,0.347,-0.96,0.086,0.178,1.0,0.119,0.248,0.063,0.361
0.28,0.47,1.173,-0.121,-0.323,-0.157,-0.149,0.197,-0.853,-0.095,0.496,-0.231,0.446,-0.633,0.196,0.197,1.0,0.469,0.109,0.107,0.083
