0,1,2,3,4,5,6,7,8,9,10,11,12,13,target
85.29810194285521,-586.7638445456635,-69.50156706076245,186.43053777083256,-95.03865703844984,-100.87299627367976,-68.48186518091374,-78.22193092097413,-19.188372455625554,-509.9889869342686,26.17085168296845,-96.11717526559148,-109.85694254946696,359.90741433093564,0
-253.6210239592001,-178.35235750554756,-305.9686816204997,39.76989371929467,154.91542807828637,-70.43357246845417,-88.51447576229994,-104.87075430494978,-5.280544942008572,-135.52091843845236,93.34778080248029,-130.75899368268637,-95.93422601875716,178.41559023510237,0
344.12268629756085,203.51612221583736,-615.688733899844,60.73254472114619,123.69475162507172,-229.97320600427835,12.254627007624563,-87.11337348795033,20.53090785795974,351.8493991880053,40.23029043839656,-207.87154359265455,227.3282260917022,0.61336436232054,0
-250.6645724020443,-221.3559990118077,136.82566327585036,-391.6221980705038,38.7928402852083,-72.95465654148607,-253.0520767446584,149.44955428419544,-5.568811884965568,189.99656615733227,-11.907855509606028,-87.06333653266366,152.62578898129902,57.17448612399937,1
203.15084603836604,-327.4540484914591,346.9634566680514,64.15767510725397,-43.52460627295748,-5.224524958714568,-96.83355051052328,-76.99029629553516,-31.8384359580278,-182.5240359162204,-65.03478800352639,98.02897450622962,-84.00605045260741,171.75140800951692,1
184.619921800956,347.87617750592227,-56.50460520155838,266.78036970060026,178.32112482338349,-83.13003268871473,99.90102926658184,-62.57142462952481,-6.456128227849204,128.89146812162778,-133.95559163296448,76.39519411323268,186.1885943304321,92.61554189741754,1
276.0936416827637,-274.33870626351745,163.54203943249078,-96.44702050177828,-182.9257128735188,47.346527583365805,-279.52850881425786,-30.57306033600183,-67.50944148628184,-342.8948172616743,90.68173975666758,-46.232306686275855,35.81498850901157,73.9539547983445,1
-169.2029486697209,-63.164125748905775,-67.52594035461169,-255.53847834267648,-36.30280052837728,-57.88320468758243,-295.8644402890723,220.82004998155293,-7.398938330740467,265.9005266493004,-50.4614701178788,-30.273891039028957,164.74976365935345,32.294717520934874,1
129.3391958157957,379.8302022485992,46.96574383112375,269.5027006082139,86.36461417717615,-54.63544825105125,183.29046728469652,-161.626730759895,33.351330220889295,157.02959820680917,103.10063397204276,-82.24319035378045,-73.62315166992238,-130.827560630227,1
226.11929893980863,311.5281713999135,208.45900186747755,261.3341821182176,109.4944298750788,-14.34455429948552,242.6622264148229,-89.91031594846297,11.238296327864427,-305.7832490207355,132.72432716370986,-94.04491694366502,-162.19748626035255,-63.67485351485106,1
573.0757192458453,227.20096008383211,221.95394591653027,26.499919459142387,64.58513938155443,-110.50960620794376,-54.185210151277445,-71.65209120023012,28.33733938531466,-373.3528979014457,133.248144667938,-94.22570332368636,-142.11464422855494,-135.07883196613793,1
427.8316702996692,-443.9004318932041,239.52534302518276,25.594190084686108,-197.11416805512823,53.836364558723176,-226.16386507309585,-65.92121023140753,-46.170337472820485,-130.66587276051138,-54.28872585205468,3.8512632905098414,-181.3827633178697,91.39022865376532,1
37.67738438326999,282.1048064064545,-13.944296253482252,98.6420776406592,-63.52909106837316,85.31381250978961,-17.66324699189293,183.32411718971963,-25.133926194783744,-139.0117768088483,102.00901406821202,74.17585555110523,164.4122506033081,-90.72418571214334,0
4.38031215200387,12.5956969791103,526.958621332138,253.43845280204087,-96.74259404715684,66.72530611096455,-69.3223178019143,-115.17994490716812,-29.139744405890603,21.220777710650093,-195.8868193578745,141.46140771186575,-15.132029048315973,281.6086016601766,1
68.78110260207,230.3532514548037,112.69861477480914,101.007134746212,61.721337709277975,-64.16634443055119,121.68354606410684,-173.07558392744318,36.30753190841432,-194.6608735925852,48.2907281752722,-43.79511305760505,-40.96473997720315,-241.07020335747225,1
-264.47852246721425,-323.8835599969574,-225.4723868303624,-49.454421366881846,-194.69074274606663,-69.53670214035343,-91.93739013341188,-123.37472676257696,47.58993670494979,-78.61810595277235,100.2070146004506,-64.98549515328389,-79.4366345629825,-321.76721056584057,0
-256.31620606046573,-23.21071548673237,383.5660429929053,-220.55377124833217,147.40547420069885,-94.91908191285675,-159.80850585129517,32.31257191573833,23.651533029824197,136.26589147623378,40.87539768872439,167.214197413551,130.99278690292115,257.9398692692508,1
-430.1127130539829,-381.5164379906765,230.13708101793455,-206.98629234195477,109.01009188076986,-26.812917495149268,-179.21777820524548,-55.96819693772192,-48.37866208873662,226.90882265300868,-94.44695828103356,182.1330245775959,-5.628640056937694,364.2353478870246,1
149.04853761843958,-544.2086718199519,-303.65839660063745,122.61172080269424,-54.91968848140293,-182.1664200036909,-106.84800470791151,-56.77932716914919,35.50251835406761,-205.08719011582517,152.1764253195781,-69.0069462049484,-173.4907413655226,-150.72667877450584,0
540.6529207723263,150.37281645123105,135.38380738610513,88.1193618403686,112.08689539003616,-100.28899719984972,53.97204995246371,-175.04030191355923,20.790186243292847,39.21005165108383,52.43496853289751,-58.64717349124702,19.030200441746068,-85.23049188399146,1
