x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y,x17,x18,x19,x20
-0.889,-0.623,0.413,-0.188,-0.091,-0.943,1.29,0.846,-1.971,0.237,0.243,1.47,-2.928,0.481,0.338,-0.988,1.0,2.613,-4.072,0.383,0.217
-1.369,-0.349,0.178,0.116,-1.854,-1.142,1.137,1.225,-1.96,0.324,0.313,1.049,-3.98,0.458,0.305,-0.971,1.0,2.963,-3.961,0.729,-0.192
-1.062,-0.626,-0.025,0.029,-1.377,-1.063,1.105,1.253,-1.668,-0.1,0.157,0.998,-3.92,0.646,0.503,-0.928,1.0,2.853,-3.886,0.681,-0.241
-1.083,-0.387,0.321,-0.008,-0.626,-1.002,1.307,0.996,-1.974,0.259,0.214,0.988,-3.002,0.433,0.473,-1.036,1.0,2.65,-3.901,0.422,-0.068
-1.396,-0.305,0.067,0.011,-1.644,-1.269,1.162,1.243,-1.775,0.232,0.349,0.951,-3.814,0.544,0.51,-0.917,1.0,2.954,-4.189,0.672,-0.255
-1.1,-0.475,0.056,0.021,-1.636,-0.998,1.083,1.079,-1.803,0.221,0.352,1.154,-4.051,0.417,0.204,-1.081,1.0,2.581,-3.694,0.336,-0.139
-1.746,-0.56,0.373,0.288,-2.414,-1.399,1.299,1.084,-1.867,0.739,0.379,0.886,-4.548,0.563,-0.057,-1.101,1.0,2.661,-3.519,0.589,-0.018
-2.503,-0.588,0.369,0.224,-3.294,-1.89,1.115,1.415,-2.057,0.462,0.158,0.523,-5.152,0.519,0.072,-0.877,1.0,3.354,-4.366,0.876,-0.051
-1.811,-0.501,0.043,0.173,-2.58,-1.549,1.177,1.351,-1.88,0.773,0.502,0.747,-4.432,0.364,0.142,-0.932,1.0,3.009,-3.697,0.786,-0.377
-0.338,-0.362,0.126,-0.138,-0.09,-0.544,1.194,0.944,-1.925,0.258,0.28,1.188,-2.721,0.628,0.531,-0.91,1.0,2.531,-3.866,0.343,-0.005
-0.856,-0.241,0.574,0.213,-0.773,-0.864,1.361,0.813,-1.787,0.321,0.161,1.213,-3.147,0.547,0.312,-0.943,1.0,2.628,-3.773,0.539,0.317
-1.488,-0.683,0.236,0.098,-1.493,-1.325,1.537,0.933,-2.07,0.834,0.251,0.75,-3.18,0.602,-0.286,-0.93,1.0,2.479,-3.635,0.281,-0.261
-1.218,-0.197,-0.237,0.182,-3.055,-1.192,0.881,1.713,-1.367,0.17,0.113,1.098,-4.881,0.427,0.537,-0.81,1.0,3.238,-3.778,0.635,-0.547
-1.341,-0.573,0.072,-0.056,-2.639,-1.094,1.007,1.475,-1.966,0.433,0.239,1.154,-4.897,0.203,0.462,-1.142,1.0,3.068,-3.782,0.29,-0.264
-1.566,-0.407,0.04,-0.088,-2.28,-1.32,1.152,1.478,-1.879,0.187,0.247,0.846,-4.498,0.198,0.533,-0.905,1.0,3.324,-4.319,0.609,-0.204
-1.775,-0.786,-0.017,-0.023,-2.581,-1.521,1.128,1.422,-1.98,0.747,0.448,0.858,-4.565,0.399,0.036,-1.02,1.0,2.895,-3.997,0.599,-0.406
-1.112,-0.602,-0.059,0.028,-1.148,-0.813,1.167,0.98,-1.892,0.384,0.552,1.123,-3.363,0.707,0.266,-1.171,1.0,2.526,-3.863,0.606,-0.285
-1.781,-0.635,0.216,0.114,-2.829,-1.658,1.188,1.326,-2.009,0.929,0.287,0.803,-4.135,0.423,-0.372,-1.047,1.0,2.742,-3.282,0.603,-0.322
-1.473,-0.834,0.429,0.28,-1.21,-1.299,1.459,0.97,-2.002,0.751,0.268,0.788,-3.293,0.473,-0.197,-1.069,1.0,2.331,-3.441,0.58,0.002
-1.569,-0.33,0.215,0.107,-2.617,-1.436,1.225,1.278,-1.891,0.271,0.397,0.814,-4.791,0.613,0.256,-1.085,1.0,3.206,-4.178,0.527,-0.096
-0.951,-0.636,0.737,0.23,-0.58,-1.009,1.103,0.845,-2.098,0.871,0.326,1.225,-2.854,0.485,-0.158,-1.073,1.0,2.08,-3.3,0.713,0.334
-1.172,-0.302,-0.106,0.175,-2.453,-0.932,0.931,1.362,-1.611,0.18,0.25,0.892,-4.487,0.493,0.44,-1.021,1.0,2.674,-3.544,0.706,-0.348
