x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y,x17,x18,x19,x20
-0.357,-0.421,-1.196,0.341,-3.597,-1.635,0.442,-0.294,0.948,-1.666,1.523,2.237,3.292,-0.798,0.393,0.174,1.0,-1.261,-0.725,-0.425,1.016
-0.459,-0.339,-0.953,1.12,-2.618,-1.467,0.505,-0.092,0.938,-1.942,1.499,1.765,3.183,-0.586,-0.062,-0.144,1.0,-1.011,-0.356,-0.644,1.258
-0.232,-0.291,-1.061,0.107,-4.712,-1.265,0.477,-0.259,1.373,-2.021,1.21,3.041,3.621,-0.597,1.003,0.985,1.0,-1.391,-0.134,-0.243,1.114
-0.867,-0.307,-0.906,0.035,-4.211,-1.11,0.51,-0.047,1.353,-1.662,1.382,2.644,3.133,-0.553,0.94,0.802,1.0,-1.1,-0.137,-0.565,0.905
-0.402,-0.579,-0.981,0.323,-3.942,-1.426,0.827,0.022,1.157,-1.554,1.332,2.583,3.361,-0.423,0.793,0.382,1.0,-1.187,-0.257,-0.208,1.271
-0.587,0.42,-1.312,0.229,-3.678,-1.831,-0.417,-0.214,0.863,-2.684,1.905,2.3,3.438,-1.44,0.585,0.389,1.0,-0.885,-0.565,-0.375,1.0
-0.616,-0.31,-0.978,0.093,-4.975,-1.304,0.376,-0.059,1.596,-1.701,1.23,3.223,3.567,-0.691,1.299,1.35,1.0,-1.362,-0.104,-0.393,1.152
-0.43,-0.208,-0.942,-0.179,-4.868,-1.182,0.397,-0.143,1.227,-1.877,0.972,3.162,3.443,-0.961,1.329,1.234,1.0,-1.058,-0.344,-0.396,0.831
-0.144,-0.631,-0.859,-0.028,-4.505,-1.402,0.897,-0.057,1.308,-1.874,1.21,2.86,3.637,-0.338,1.066,0.443,1.0,-1.415,-0.337,-0.149,1.111
-0.535,-0.883,-0.923,0.376,-5.001,-1.045,0.981,-0.131,1.498,-1.314,1.342,3.199,3.59,-0.49,1.219,1.033,1.0,-1.713,-0.066,-0.264,1.304
