x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y,x17,x18,x19,x20
-4.551,0.626,0.204,-0.263,4.271,-0.204,-0.682,0.224,0.672,0.055,0.492,-0.082,0.567,0.23,-0.239,-0.709,1.0,0.494,-1.368,2.614,2.719
-4.662,0.649,0.435,-0.679,4.336,-0.276,-0.505,0.289,0.792,0.094,0.537,0.213,0.728,0.171,-0.214,-0.525,1.0,0.288,-1.21,2.468,2.569
-4.419,0.629,0.539,-0.299,3.91,-0.018,-0.59,0.501,1.185,0.21,0.196,0.036,0.626,-0.078,-0.326,-0.635,1.0,0.34,-1.19,2.546,2.399
-4.57,0.585,0.373,0.219,4.293,-0.177,-0.633,0.081,0.895,-0.056,0.283,0.074,0.603,0.378,-0.165,-0.55,1.0,-0.043,-1.2,2.318,2.527
-3.833,0.476,0.435,-0.202,3.594,0.126,-0.582,0.241,0.9,0.309,0.241,0.432,1.002,-0.066,-0.006,-0.536,1.0,0.227,-0.896,1.796,2.261
-3.499,0.484,0.839,-0.298,4.215,-0.255,-0.748,0.409,1.162,0.167,0.088,0.081,0.894,0.159,-0.492,-0.518,1.0,0.252,-0.691,1.107,2.51
-4.388,0.414,0.455,0.071,3.761,-0.364,-0.662,0.31,0.6,0.249,0.637,0.427,0.955,0.313,-0.243,-0.45,1.0,0.107,-1.208,2.474,2.296
-3.8,0.434,0.669,-0.484,3.926,-0.129,-0.68,0.298,0.969,0.309,0.291,0.254,0.871,-0.007,-0.281,-0.152,1.0,0.314,-0.937,1.831,2.475
-4.992,0.456,0.243,-0.933,4.594,-0.047,-0.517,0.391,1.03,0.212,0.36,0.272,0.761,0.026,-0.205,-0.277,1.0,0.56,-1.546,2.931,2.672
-5.216,0.625,0.198,-0.716,4.52,0.063,-0.491,0.18,0.746,0.189,0.507,-0.091,0.591,-0.112,-0.331,-0.427,1.0,0.508,-1.528,3.25,2.426
-3.818,0.361,0.533,-0.815,3.68,-0.168,-0.599,0.324,0.713,0.263,0.325,0.137,0.818,-0.052,-0.163,-0.463,1.0,0.389,-1.21,2.049,2.433
-4.664,0.57,0.404,-0.64,4.022,-0.04,-0.458,0.319,0.849,0.177,0.295,0.05,0.803,-0.223,-0.056,-0.52,1.0,0.48,-1.03,2.513,2.311
-4.672,0.66,0.412,0.104,4.621,-0.087,-0.557,0.271,0.897,0.224,0.489,0.359,0.874,0.178,-0.452,-0.574,1.0,0.235,-1.272,2.482,2.831
-4.204,0.425,0.791,-0.481,4.033,-0.083,-0.602,0.449,1.268,0.212,0.306,0.2,0.845,-0.142,-0.373,-0.341,1.0,0.337,-1.105,1.991,2.436
-4.994,0.726,0.375,-0.873,4.353,0.095,-0.742,0.367,1.21,0.197,0.127,0.017,0.864,-0.306,-0.344,-0.51,1.0,0.644,-1.255,2.72,2.377
-5.086,0.698,0.238,-0.484,3.883,-0.31,-0.618,0.38,0.402,0.138,0.526,0.084,0.89,0.051,-0.486,-0.3,1.0,0.632,-1.81,3.847,2.193
-4.478,0.571,0.306,0.152,4.24,0.103,-0.923,0.528,1.172,0.084,0.134,0.128,0.603,-0.096,-0.253,-0.602,1.0,0.116,-1.285,2.579,2.624
-4.578,0.581,0.371,-0.659,4.147,0.153,-0.687,0.49,1.223,0.059,0.195,0.066,0.72,-0.16,-0.234,-0.337,1.0,0.61,-1.382,2.528,2.624
-4.497,0.756,0.32,-0.986,4.201,-0.055,-0.353,0.211,0.725,-0.164,0.388,-0.02,0.664,-0.23,-0.358,-0.391,1.0,0.865,-1.212,2.552,2.357
-4.079,0.338,0.778,-0.556,3.925,-0.17,-0.542,0.378,0.772,0.293,0.545,0.323,0.854,0.043,-0.39,-0.213,1.0,0.536,-1.134,1.94,2.537
-3.95,0.634,0.594,-0.306,3.927,-0.149,-0.643,0.46,1.283,0.26,0.226,0.107,0.698,0.01,-0.243,-0.423,1.0,0.412,-0.935,1.855,2.276
