Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,y,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0,0.544,0.752,0.319,-0.547,-1.746,1.67,0.137,-1.037,-0.484,1.0,-0.334,0.394,0.131,0.632,0.553,0.11,0.123,-3.715,-0.336,0.692,-0.206
1,0.889,0.615,0.359,0.266,-1.72,1.639,0.286,-1.091,-0.527,1.0,-0.423,0.817,0.055,0.507,0.275,0.439,0.164,-4.016,0.078,0.721,-0.144
2,0.589,0.345,0.24,-0.191,-1.548,1.686,0.434,-1.156,-0.629,1.0,-0.552,0.444,0.116,0.681,0.526,0.433,0.268,-4.133,0.075,0.438,-0.112
3,0.556,0.387,0.378,-0.254,-1.358,1.491,0.205,-0.866,-0.639,1.0,-0.454,0.479,-0.074,0.621,0.201,-0.102,0.074,-3.424,-0.154,0.504,0.127
4,0.854,0.159,0.509,-0.206,-0.731,1.831,0.314,-1.289,-0.256,1.0,-0.606,0.61,-0.185,-0.103,-0.069,0.67,0.02,-4.259,0.529,-0.191,-0.118
5,0.943,0.571,0.579,-0.009,-2.159,1.616,0.158,-1.176,-0.161,1.0,-0.153,0.753,0.166,0.616,0.383,0.386,-0.019,-3.861,0.065,0.524,-0.353
6,0.658,0.756,0.219,-0.485,-1.773,1.684,0.083,-1.212,-0.583,1.0,-0.399,0.505,0.036,0.745,0.593,0.085,-0.044,-4.0,-0.371,0.6,-0.194
7,0.918,0.086,0.183,0.086,-0.717,1.525,0.172,-1.344,-0.279,1.0,-0.476,0.702,-0.064,-0.091,0.163,0.88,0.29,-3.277,0.71,0.099,-0.22
8,0.465,0.658,0.388,-0.374,-2.056,1.672,0.049,-1.331,-0.485,1.0,-0.356,0.489,0.139,0.94,0.723,0.302,0.132,-4.068,-0.226,0.876,-0.309
9,1.088,0.739,0.464,0.344,-2.424,1.539,0.134,-1.097,-0.223,1.0,-0.369,1.26,0.054,0.837,0.509,0.544,0.192,-3.516,0.084,0.838,-0.191
10,0.667,0.547,0.368,-0.209,-1.206,1.642,0.425,-1.23,-0.61,1.0,-0.469,0.568,0.175,0.321,-0.005,0.341,0.11,-3.861,-0.287,0.194,-0.059
11,0.27,0.197,0.188,-0.708,-0.522,1.645,0.265,-1.046,-0.857,1.0,-0.607,-0.1,0.11,0.067,0.216,0.257,0.05,-3.577,-0.094,0.047,-0.214
12,0.835,0.341,0.374,0.155,-1.189,1.662,0.41,-1.139,-0.534,1.0,-0.613,0.818,0.117,0.379,-0.019,0.554,0.189,-3.728,0.557,0.303,0.004
13,0.866,0.651,0.472,0.047,-1.945,1.826,0.252,-1.102,-0.463,1.0,-0.389,0.809,-0.075,0.801,0.364,0.208,0.195,-3.97,-0.122,0.742,-0.121
14,0.562,0.693,0.21,0.255,-1.765,1.44,0.136,-1.166,-0.69,1.0,-0.28,0.759,0.161,0.771,0.352,0.378,0.045,-3.778,-0.395,0.817,-0.042
15,1.138,0.537,0.563,0.121,-2.734,1.632,0.446,-0.993,-0.213,1.0,-0.385,1.038,-0.016,0.887,0.724,0.191,0.255,-3.621,0.183,0.682,-0.247
16,1.278,0.539,0.423,-0.068,-2.645,1.573,0.066,-1.321,-0.132,1.0,-0.34,0.967,-0.022,0.884,0.546,0.412,0.131,-3.745,0.144,0.524,-0.369
17,0.262,0.439,0.38,-0.445,-0.718,1.77,0.2,-1.163,-0.828,1.0,-0.814,0.128,-0.086,0.436,0.341,0.198,0.097,-3.978,-0.13,0.267,-0.022
